Data_ID,PMID,E1,E2,True_Numeric,llama3.2:1b_1,llama3.2:1b_10,llama3.2:1b_11,llama3.2:1b_12,llama3.2:1b_13,llama3.2:1b_14,llama3.2:1b_15,llama3.2:1b_16,llama3.2:1b_17,llama3.2:1b_18,llama3.2:1b_19,llama3.2:1b_2,llama3.2:1b_20,llama3.2:1b_21,llama3.2:1b_3,llama3.2:1b_4,llama3.2:1b_5,llama3.2:1b_6,llama3.2:1b_7,llama3.2:1b_8,llama3.2:1b_9
647,24582773,zuclopenthixol,antisocial disorder,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
648,24582773,zuclopenthixol,substance abuse disorder,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
649,24582773,zuclopenthixol,aggressiveness,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
650,24582773,zuclopenthixol,manic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
651,24582773,zuclopenthixol,akathisia,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
652,24582773,lithium,agitation,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
653,24582773,lithium,schizo-affective disorder,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
654,24582773,lithium,personality disorder,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
655,24582773,lithium,antisocial disorder,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
656,24582773,lithium,substance abuse disorder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,24582773,lithium,aggressiveness,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
658,24582773,lithium,manic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,24582773,lithium,akathisia,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
660,24587916,dexamethasone,hypertension,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
661,24587916,dexamethasone,weight loss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,24587916,dex,hypertension,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0
663,24587916,dex,weight loss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,24587916,iron,hypertension,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0
665,24587916,iron,weight loss,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0
666,24587916,hydrogen peroxide,hypertension,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
667,24587916,hydrogen peroxide,weight loss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,24587916,h2o2,hypertension,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0
669,24587916,h2o2,weight loss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,24588023,tranexamic acid,convulsive,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
671,24588023,tranexamic acid,seizures,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
672,24588023,tranexamic acid,seizure,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
673,24588023,tranexamic acid,abnormal involuntary motor movements,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
674,24588023,tranexamic acid,generalised and focal seizures,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
675,24588023,tranexamic acid,congestive heart failure,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
676,24588023,tranexamic acid,hypothermic,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
677,24588023,tranexamic acid,postoperative complication,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
678,24595967,ecstasy,dysfunctional overnight memory,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
679,24595967,ecstasy,sleep-related impairments,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
680,24595967,ecstasy,impaired overnight memory,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
681,24595967,ecstasy,memory impairments,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
682,24614773,valproate,encephalopathy,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
683,24614773,valproate,confusion,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
684,24614773,valproate,aggression,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
685,24614773,valproate,auditory hallucinations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,24614773,valproate,delusions,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
687,24614773,valproate,hemiparesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,24614773,valproate,hemiplegic migraine,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1
689,24614773,valproate,encephalitis,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
690,24614773,n-methyl-d-aspartate,encephalopathy,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
691,24614773,n-methyl-d-aspartate,confusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,24614773,n-methyl-d-aspartate,aggression,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
693,24614773,n-methyl-d-aspartate,auditory hallucinations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,24614773,n-methyl-d-aspartate,delusions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,24614773,n-methyl-d-aspartate,hemiparesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,24614773,n-methyl-d-aspartate,hemiplegic migraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,24614773,n-methyl-d-aspartate,encephalitis,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
698,24614773,nmda,encephalopathy,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,24614773,nmda,confusion,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
700,24614773,nmda,aggression,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
701,24614773,nmda,auditory hallucinations,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
702,24614773,nmda,delusions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,24614773,nmda,hemiparesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,24614773,nmda,hemiplegic migraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,24614773,nmda,encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,24618873,pethidine,cerebellar and oculomotor dysfunction,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
707,24618873,pethidine,pain,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,0,-1,0,0,0,0,1,0
708,24618873,pethidine,nausea,1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,1,0
709,24618873,pethidine,vomiting,1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,1,0
710,24618873,pethidine,hypotension,1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,1,0
711,24618873,pethidine,impaired renal and liver function,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
712,24618873,pethidine,neurotoxic,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
713,24618873,pethidine,irritability,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
714,24618873,pethidine,seizure,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
715,24618873,pethidine,dysmetria,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
716,24618873,pethidine,dysarthria,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
717,24618873,norpethidine,cerebellar and oculomotor dysfunction,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
718,24618873,norpethidine,pain,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
719,24618873,norpethidine,nausea,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
720,24618873,norpethidine,vomiting,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
721,24618873,norpethidine,hypotension,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
722,24618873,norpethidine,impaired renal and liver function,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
723,24618873,norpethidine,neurotoxic,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
724,24618873,norpethidine,irritability,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
725,24618873,norpethidine,seizure,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
726,24618873,norpethidine,dysmetria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,24618873,norpethidine,dysarthria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,24641119,ketoconazole,baboon syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,24641119,ketoconazole,maculopapular eruption,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
730,24653743,pilsicainide,sudden cardiac death,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,24653743,pilsicainide,torsades de pointes,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
732,24653743,pilsicainide,atrial fibrillation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,24653743,pilsicainide,torsade de pointes,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
734,24653743,sodium,sudden cardiac death,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,24653743,sodium,torsades de pointes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
736,24653743,sodium,atrial fibrillation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,24653743,sodium,torsade de pointes,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
738,24658375,all-trans retinoic acid,myositis,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
739,24658375,all-trans retinoic acid,acute promyelocytic leukemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,24658375,all-trans retinoic acid,apl,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
741,24658375,atra,myositis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
742,24658375,atra,acute promyelocytic leukemia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
743,24658375,atra,apl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,24659727,lomustine,lymphoma,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
745,24659727,lomustine,toxicity,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
746,24659727,lomustine,neutropenia,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
747,24659727,lomustine,hepatotoxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,24659727,lomustine,renal toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,24659727,lomustine,hemorrhagic cystitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,24659727,lomustine,tumor,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
751,24659727,cyclophosphamide,lymphoma,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
752,24659727,cyclophosphamide,toxicity,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
753,24659727,cyclophosphamide,neutropenia,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
754,24659727,cyclophosphamide,hepatotoxicity,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0
755,24659727,cyclophosphamide,renal toxicity,0,1,0,0,0,0,0,-1,0,-1,0,1,1,-1,0,1,0,1,1,0,0,0
756,24659727,cyclophosphamide,hemorrhagic cystitis,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0
757,24659727,cyclophosphamide,tumor,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0
758,24659727,ccnu,lymphoma,0,1,1,0,0,1,0,-1,1,-1,0,1,1,-1,0,1,0,1,1,1,0,0
759,24659727,ccnu,toxicity,0,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1
760,24659727,ccnu,neutropenia,1,1,1,1,1,1,0,-1,1,-1,0,1,1,-1,1,1,1,1,1,1,0,0
761,24659727,ccnu,hepatotoxicity,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0
762,24659727,ccnu,renal toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,24659727,ccnu,hemorrhagic cystitis,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0
764,24659727,ccnu,tumor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,24659727,ctx,lymphoma,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0
766,24659727,ctx,toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,24659727,ctx,neutropenia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,24659727,ctx,hepatotoxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,24659727,ctx,renal toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,24659727,ctx,hemorrhagic cystitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,24659727,ctx,tumor,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0
772,24664478,nelarabine,neurotoxicity,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
773,24664478,nelarabine,t-cell lymphoblastic lymphoma,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
774,24664478,nelarabine,leukemic,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
775,24664478,nelarabine,tumor lysis syndrome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,24664478,nelarabine,tls,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
777,24664478,nelarabine,peripheral neuropathy,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0
778,24664478,nelarabine,neuropathy,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0
779,24664478,cytarabine,neurotoxicity,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1
780,24664478,cytarabine,t-cell lymphoblastic lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,24664478,cytarabine,leukemic,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
782,24664478,cytarabine,tumor lysis syndrome,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
783,24664478,cytarabine,tls,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
784,24664478,cytarabine,peripheral neuropathy,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,24664478,cytarabine,neuropathy,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
786,24665854,valproate,hyperammonemic,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
787,24665854,valproate,encephalopathy,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
788,24665854,valproate,neurological complications,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
789,24665854,valproate,epilepsy,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
790,24665854,valproate,impaired consciousness,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
791,24665854,valproate,hyperammonemia,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
792,24671324,bortezomib,necrotising fasciitis,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
793,24671324,bortezomib,waldenstrom macroglobulinaemia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
794,24671324,bortezomib,bacterial infections,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
795,24671324,bortezomib,malignancies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,24671324,bortezomib,neutropenia,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
797,24671324,dexamethasone,necrotising fasciitis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
798,24671324,dexamethasone,waldenstrom macroglobulinaemia,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
799,24671324,dexamethasone,bacterial infections,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
800,24671324,dexamethasone,malignancies,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
801,24671324,dexamethasone,neutropenia,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
802,24675088,doxorubicin,cardiotoxicity,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
803,24675088,doxorubicin,cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,24675088,doxorubicin,cardiomyopathy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805,24675088,doxorubicin,toxicity,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
806,24675088,doxorubicin,subcellular degeneration,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,24675088,doxorubicin,cardiomyocyte degeneration,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
808,24675088,doxorubicin,hypertrophy,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809,24675088,doxorubicin,fibrosis,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
810,24675088,doxorubicin,lv dysfunction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
811,24675088,doxorubicin,diastolic dysfunction,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
812,24675088,dox,cardiotoxicity,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813,24675088,dox,cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,24675088,dox,cardiomyopathy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
815,24675088,dox,toxicity,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
816,24675088,dox,subcellular degeneration,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
817,24675088,dox,cardiomyocyte degeneration,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
818,24675088,dox,hypertrophy,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
819,24675088,dox,fibrosis,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
820,24675088,dox,lv dysfunction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
821,24675088,dox,diastolic dysfunction,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
822,24675088,gadolinium,cardiotoxicity,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
823,24675088,gadolinium,cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,24675088,gadolinium,cardiomyopathy,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
825,24675088,gadolinium,toxicity,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
826,24675088,gadolinium,subcellular degeneration,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
827,24675088,gadolinium,cardiomyocyte degeneration,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
828,24675088,gadolinium,hypertrophy,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
829,24675088,gadolinium,fibrosis,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
830,24675088,gadolinium,lv dysfunction,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
831,24675088,gadolinium,diastolic dysfunction,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
832,24684312,glutamate,hyperalgesia,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0
833,24684312,glutamate,allodynia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
834,24684312,glutamate,pain,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0
835,24684312,glutamate,pain disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,24684312,glutamate,secondary hyperalgesia,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0
837,24684312,glutamate,hyperalgesic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,24684312,glutamate,allodynic,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0
839,24684312,capsaicin,hyperalgesia,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1
840,24684312,capsaicin,allodynia,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0
841,24684312,capsaicin,pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,24684312,capsaicin,pain disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,24684312,capsaicin,secondary hyperalgesia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,24684312,capsaicin,hyperalgesic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,24684312,capsaicin,allodynic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,24691439,dexamethasone,glaucoma,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
847,24691439,dexamethasone,ocular hypertension,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,24691439,dexamethasone,primary open-angle glaucoma,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
849,24691439,dexamethasone,poag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,24691439,dexamethasone,retinal ganglion,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
851,24691439,dexamethasone,axonal degeneration,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,24691439,sodium 4-phenylbutyrate,glaucoma,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
853,24691439,sodium 4-phenylbutyrate,ocular hypertension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,24691439,sodium 4-phenylbutyrate,primary open-angle glaucoma,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
855,24691439,sodium 4-phenylbutyrate,poag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,24691439,sodium 4-phenylbutyrate,retinal ganglion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,24691439,sodium 4-phenylbutyrate,axonal degeneration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,24709919,ginsenosides,hyperalgesia,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
859,24709919,ginsenosides,oih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,24709919,ginsenosides,opioid addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,24709919,"re, rg1, and rb1 ginsenosides",hyperalgesia,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0
